,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
8367,2011-02-20,30606,71,11,7,0,1,253.04739
8368,2011-02-20,37876,69,13,15,0,1,300.056383
8369,2011-02-23,0,110,17,59,0,1,528.0
8370,2011-02-16,57474,97,21,44,0,3,280.037716
8371,2011-02-24,22828,106,11,54,0,2,508.8
8372,2011-01-14,65096,67,3,81,3,8,321.6
8373,2011-02-23,0,88,1,66,0,1,87.135752
8374,2011-02-26,51066,74,23,0,0,8,787.993313
8375,2011-01-15,96866,113,26,88,1,2,377.385724
8376,2011-02-09,20934,61,14,35,1,1,292.8
8377,2011-01-10,32510,119,29,38,0,1,571.2
8378,2011-01-29,58577,110,6,62,0,1,303.872752
8379,2011-02-06,73268,137,30,35,0,3,41.139806
8380,2011-01-22,0,80,8,44,0,3,576.0
8381,2011-02-04,19683,117,17,41,1,9,561.6
8382,2011-01-31,38713,66,31,69,4,6,316.8
8383,2011-02-26,62370,94,4,10,2,2,32.00761
8384,2011-02-17,28476,62,3,76,0,1,297.6
8385,2011-01-06,74915,122,13,17,0,2,393.151377
8386,2011-01-30,57709,125,10,26,0,1,600.0
8387,2011-01-02,94676,69,27,14,0,3,331.2
8388,2011-01-01,43543,76,11,62,0,8,339.255348
8389,2011-01-24,68297,212,6,42,3,2,1272.487601
8390,2011-01-17,74241,61,21,57,0,1,138.588291
8391,2011-01-11,61385,86,25,35,0,1,199.299449
8392,2011-01-11,0,62,0,23,0,8,446.4
8393,2011-02-21,0,118,14,64,0,4,566.4
8394,2011-01-22,52548,101,10,1,0,5,587.504777
8395,2011-02-22,0,95,22,17,0,1,429.657692
8396,2011-01-21,26605,100,33,13,0,1,933.330936
8397,2011-01-27,0,67,25,32,0,1,181.335364
8398,2011-01-10,0,70,23,32,0,7,754.945216
8399,2011-01-23,82667,64,5,65,1,2,307.2
8400,2011-01-12,31789,130,11,65,0,2,316.418786
8401,2011-02-13,0,71,10,85,0,3,551.569883
8402,2011-01-08,25151,69,22,19,0,1,318.040989
8403,2011-02-02,0,87,25,6,2,1,414.190987
8404,2011-02-18,24053,87,33,53,1,7,624.532492
8405,2011-02-21,0,117,5,3,0,2,1373.258272
8406,2011-01-04,55407,101,30,68,1,1,275.341953
8407,2011-01-08,62461,73,15,7,0,1,129.267408
8408,2011-02-09,29406,68,33,79,0,6,326.4
8409,2011-01-12,89420,67,3,83,0,2,212.455137
8410,2011-02-24,0,121,7,69,0,1,644.269611
8411,2011-02-06,52464,95,9,15,0,3,515.930856
8412,2011-02-12,43731,64,35,12,2,1,162.461078
8413,2011-01-30,13449,68,28,13,0,1,326.4
8414,2011-02-26,0,115,3,22,0,2,552.0
8415,2011-02-24,0,187,14,32,0,2,897.6
8416,2011-01-13,49821,61,26,48,4,3,333.308611
8417,2011-02-07,34837,63,32,27,0,2,72.828431
8418,2011-01-17,44222,104,19,3,0,1,413.196371
8419,2011-02-26,58881,97,8,51,0,2,354.885018
8420,2011-02-05,46210,100,2,44,0,1,46.315771
8421,2011-01-15,49480,70,17,57,1,4,72.686545
8422,2011-02-24,0,65,16,3,0,2,312.0
8423,2011-02-27,79284,117,9,59,1,1,156.452827
8424,2011-01-29,12928,64,12,74,0,1,307.2
8425,2011-01-10,20510,74,32,63,0,1,355.2
8426,2011-01-19,0,115,16,89,0,1,828.0
8427,2011-01-29,67541,104,10,45,0,6,203.886869
8428,2011-02-14,97924,74,4,26,0,2,355.2
8429,2011-01-07,40432,77,21,66,0,2,369.6
8430,2011-02-09,16869,222,28,57,0,3,1065.6
8431,2011-01-10,91171,110,3,64,0,8,771.39748
8432,2011-01-12,0,71,12,55,0,3,150.878447
8433,2011-02-16,34528,69,22,0,2,7,183.602763
8434,2011-02-26,20303,71,24,84,0,3,340.8
8435,2011-02-23,73643,89,2,2,0,1,147.486454
8436,2011-02-11,10621,67,28,22,0,5,321.6
8437,2011-02-07,76407,91,22,85,0,9,436.8
8438,2011-02-06,0,71,20,4,0,1,511.2
8439,2011-02-06,26607,122,3,73,0,1,585.6
8440,2011-01-24,61783,94,17,20,0,6,658.125874
8441,2011-01-05,20283,77,7,17,0,3,369.6
8442,2011-01-01,43578,98,5,46,0,1,105.662175
8443,2011-01-26,93606,67,23,44,0,3,321.6
8444,2011-02-27,17920,72,14,53,0,2,424.375364
8445,2011-01-28,51800,92,29,12,0,1,299.452532
8446,2011-01-04,27694,108,3,3,0,7,741.850171
8447,2011-02-03,11904,61,34,11,2,3,292.8
8448,2011-01-07,53444,72,10,67,1,1,315.703929
8449,2011-02-24,22828,106,11,54,0,2,508.8
8450,2011-02-02,50719,131,33,79,0,2,870.626907
8451,2011-02-09,46900,66,13,59,0,1,316.8
8452,2011-02-18,0,252,31,10,0,3,1814.4
8453,2011-01-26,60880,119,25,89,0,2,109.906628
8454,2011-01-14,40870,105,3,56,0,2,504.0
8455,2011-02-14,14321,65,20,72,0,1,423.823547
8456,2011-02-07,20072,82,35,51,0,9,473.266879
8457,2011-02-21,77365,79,4,35,0,2,2.823303
8458,2011-02-25,98475,115,8,22,0,1,552.0
8459,2011-02-05,14973,115,2,75,0,2,828.0
8460,2011-01-07,83385,131,26,77,2,2,704.337157
8461,2011-01-07,0,90,19,91,0,1,659.435886
8462,2011-02-20,0,86,9,83,1,2,412.8
8463,2011-01-31,0,73,8,19,0,1,525.6
8464,2011-02-19,98110,65,3,77,0,8,176.287711
8465,2011-01-21,28909,66,15,66,0,8,456.702735
8466,2011-02-21,0,96,29,5,0,2,949.953253
8467,2011-02-22,0,62,6,2,0,1,297.6
8468,2011-01-08,42937,71,14,9,0,1,251.779842
8469,2011-02-12,30887,119,15,18,0,1,444.167713
8470,2011-01-11,35442,239,10,20,0,2,1147.2
8471,2011-01-05,95139,103,25,27,0,6,34.023132
8472,2011-02-03,89834,116,24,11,0,1,43.15595
8473,2011-01-23,0,66,18,21,0,2,478.509797
8474,2011-02-25,18814,122,20,94,0,3,585.6
8475,2011-02-04,82733,62,5,12,0,9,72.101019
8476,2011-01-19,28513,100,4,22,1,2,480.0
8477,2011-01-09,0,68,28,23,1,9,326.4
8478,2011-02-22,67233,63,10,26,0,3,246.693624
8479,2011-01-10,58718,226,11,0,0,1,1084.8
8480,2011-01-11,21724,198,4,51,0,2,1505.230405
8481,2011-01-19,65103,115,29,41,4,3,552.0
8482,2011-02-22,55071,61,10,14,0,5,231.516063
8483,2011-02-03,85817,72,0,31,0,1,154.987759
8484,2011-02-15,92254,70,7,94,0,7,245.593225
8485,2011-01-01,88340,102,16,1,0,2,489.6
8486,2011-01-20,63860,62,26,81,0,1,208.598246
8487,2011-01-09,26411,126,25,9,1,1,604.8
8488,2011-01-21,26189,69,6,42,0,2,331.2
8489,2011-01-07,66114,92,12,6,4,1,178.842061
8490,2011-02-25,49561,193,4,35,0,1,926.4
8491,2011-02-24,16139,62,19,69,0,2,297.6
8492,2011-01-26,63775,100,29,3,0,3,462.753151
8493,2011-01-12,25134,67,3,0,0,6,321.6
8494,2011-01-07,87777,68,16,1,0,7,257.708912
8495,2011-01-16,0,103,1,51,0,3,494.4
8496,2011-01-02,62922,194,26,80,0,7,1121.633645
8497,2011-01-06,83761,112,16,70,0,8,270.227547
8498,2011-02-13,50801,72,25,21,3,2,43.419028
8499,2011-01-29,48675,71,26,62,1,1,340.8
8500,2011-01-26,55916,63,23,41,0,2,302.4
8501,2011-01-27,0,180,11,65,0,2,864.0
8502,2011-01-24,30064,65,20,23,0,1,296.852419
8503,2011-01-25,0,127,29,25,0,4,1176.285998
8504,2011-02-21,0,67,4,99,0,1,482.4
8505,2011-01-07,12081,82,18,18,0,2,548.064933
8506,2011-01-21,0,95,11,23,0,5,684.0
8507,2011-01-08,62326,122,8,53,0,8,96.00936
8508,2011-01-03,25251,66,13,43,0,2,316.8
8509,2011-02-28,21289,71,15,98,0,3,340.8
8510,2011-02-17,54054,99,7,55,0,1,5.661684
8511,2011-02-01,84814,90,25,60,0,1,512.816507
8512,2011-01-17,46097,61,9,73,4,3,197.074966
8513,2011-01-03,58705,69,19,95,0,1,48.956424
8514,2011-02-19,37455,114,13,57,0,2,547.2
8515,2011-01-13,62010,112,2,51,0,1,537.6
8516,2011-01-21,61568,93,3,36,0,3,240.818954
8517,2011-02-12,90443,66,11,15,0,1,235.174197
8518,2011-01-15,24743,84,8,23,0,2,1008.03551
8519,2011-01-29,22283,65,16,93,0,1,572.072106
8520,2011-02-16,74627,65,21,61,0,6,176.735323
8521,2011-01-18,47306,74,8,18,0,3,97.723235
8522,2011-02-27,0,112,23,20,0,2,537.6
8523,2011-01-24,59292,64,14,92,0,4,218.491318
8524,2011-01-17,23970,77,13,19,0,1,43.959921
8525,2011-01-26,48428,72,8,5,1,2,223.728018
8526,2011-01-02,44342,74,24,60,0,2,355.2
8527,2011-02-21,0,103,30,13,2,1,741.6
8528,2011-02-17,0,74,6,92,0,2,355.2
8529,2011-01-22,67117,85,10,38,0,2,329.423177
8530,2011-01-10,13037,124,28,49,0,1,839.348464
8531,2011-02-25,71960,67,12,40,0,9,151.495249
8532,2011-02-11,73137,74,14,45,1,1,227.797105
8533,2011-02-04,0,96,10,77,0,1,446.122702
8534,2011-01-04,23797,81,10,57,0,3,388.8
8535,2011-02-13,70286,67,16,66,0,3,130.143497
8536,2011-01-25,12904,132,17,31,0,1,633.6
8537,2011-02-02,42045,103,7,12,0,3,40.839965
8538,2011-01-16,24948,65,3,51,0,4,280.352767
8539,2011-01-03,25452,107,20,60,0,3,954.688499
8540,2011-01-14,95850,109,3,16,0,3,328.502498
8541,2011-02-23,73556,104,31,4,0,9,497.684017
8542,2011-02-18,0,64,25,96,1,2,307.2
8543,2011-02-04,0,69,17,76,0,7,93.697638
8544,2011-01-20,43879,69,19,60,0,5,242.133552
8545,2011-01-28,23941,61,12,1,0,1,292.8
8546,2011-01-09,14390,65,16,4,0,2,402.778867
8547,2011-02-23,30039,70,21,52,0,9,498.612632
8548,2011-01-23,26806,63,32,19,0,2,302.4
8549,2011-02-28,24450,90,4,65,0,4,250.959093
8550,2011-02-03,0,64,26,17,0,1,360.217299
8551,2011-02-26,89219,73,12,9,4,2,350.4
8552,2011-01-16,0,73,2,38,3,2,525.6
8553,2011-02-16,0,109,4,33,0,8,784.8
8554,2011-01-20,29504,117,24,90,0,2,809.039071
8555,2011-02-22,0,113,35,29,0,1,1305.275432
8556,2011-02-10,61706,110,6,71,0,7,223.905524
8557,2011-02-20,88122,148,15,10,0,1,840.231575
8558,2011-01-16,26129,70,4,38,0,3,419.187114
8559,2011-01-31,22350,66,9,3,0,5,316.8
8560,2011-01-04,0,83,0,12,0,7,597.6
8561,2011-01-21,26201,112,4,48,0,8,168.901895
8562,2011-02-25,0,84,33,20,0,2,604.8
8563,2011-01-10,0,107,28,14,0,7,513.6
8564,2011-02-05,39020,87,0,4,0,5,485.01384
8565,2011-02-08,47606,81,24,50,0,4,388.8
8566,2011-01-29,27231,88,0,7,0,2,422.4
8567,2011-02-10,39946,218,23,99,0,1,1046.4
8568,2011-02-04,84300,111,13,0,0,1,202.22495
8569,2011-02-26,41479,94,14,38,1,1,19.575683
8570,2011-01-13,56005,68,31,30,1,3,326.4
8571,2011-02-10,0,108,19,97,0,9,1260.456194
8572,2011-01-09,99617,109,1,62,0,2,74.934678
8573,2011-01-21,28909,66,15,66,0,8,456.702735
8574,2011-02-14,25617,63,22,3,0,3,302.4
8575,2011-02-20,86788,70,32,68,0,1,336.0
8576,2011-01-25,28523,77,15,12,0,1,369.6
8577,2011-02-20,38492,72,27,34,0,3,207.901654
8578,2011-01-26,97657,71,2,19,0,8,107.325235
8579,2011-01-29,49008,61,11,74,1,1,292.8
8580,2011-01-08,72264,64,2,66,0,9,272.649844
8581,2011-02-19,20396,76,15,60,1,4,364.8
8582,2011-01-04,60234,152,14,98,0,1,136.217066
8583,2011-02-17,75556,84,24,78,0,1,498.927007
8584,2011-02-24,98710,123,21,42,0,2,587.391029
8585,2011-01-27,69461,64,7,61,0,6,101.417253
8586,2011-02-26,0,68,35,98,2,9,489.6
8587,2011-02-06,0,87,24,53,0,2,626.4
8588,2011-01-07,73895,129,2,31,0,7,825.416826
8589,2011-02-18,20228,101,3,43,1,2,523.815839
8590,2011-02-12,81785,67,12,44,0,2,321.6
8591,2011-01-29,24910,63,7,63,1,1,347.857619
8592,2011-01-14,32946,66,13,7,0,6,316.8
8593,2011-02-06,83868,189,30,91,0,7,134.836237
8594,2011-01-11,0,107,3,65,0,3,513.6
8595,2011-02-10,0,124,1,43,0,1,714.494746
8596,2011-02-16,17099,69,13,28,0,9,331.2
8597,2011-02-26,0,206,7,82,0,1,1483.2
8598,2011-02-24,33046,79,14,26,0,1,181.538354
8599,2011-02-11,10621,67,28,22,0,5,321.6
8600,2011-02-19,21498,63,23,72,0,9,302.4
8601,2011-02-21,0,66,7,59,0,2,439.701118
8602,2011-02-25,36889,74,24,82,1,3,192.186026
8603,2011-02-15,69588,114,19,45,0,6,173.080024
8604,2011-02-16,26585,69,26,23,0,4,308.651195
8605,2011-02-16,0,101,34,53,0,1,727.2
8606,2011-01-10,99845,110,23,25,1,8,528.0
8607,2011-01-07,66429,136,35,93,0,1,57.712985
8608,2011-02-19,0,101,1,83,4,1,960.115399
8609,2011-02-17,43721,61,5,84,0,1,292.8
8610,2011-02-06,51209,109,35,3,0,6,39.49793
8611,2011-01-21,84498,65,18,83,0,1,255.210049
8612,2011-01-17,0,65,30,5,1,2,312.0
8613,2011-02-24,59034,85,0,85,0,3,378.75258
8614,2011-02-08,0,135,26,38,0,3,773.690268
8615,2011-01-31,96399,70,1,28,0,2,307.89535
8616,2011-02-12,58089,118,31,83,0,1,566.4
8617,2011-01-10,0,103,29,58,0,3,741.6
8618,2011-01-12,60964,113,21,16,0,4,327.723713
8619,2011-02-24,42871,67,2,13,0,6,321.6
8620,2011-02-27,38795,65,23,64,0,3,98.354737
8621,2011-01-19,0,112,25,69,0,2,806.4
8622,2011-01-09,57134,91,6,6,1,8,436.8
8623,2011-02-19,40711,121,12,38,0,2,580.8
8624,2011-02-09,26334,63,3,73,2,2,453.6
8625,2011-02-17,31414,116,0,68,4,1,556.8
8626,2011-02-06,74423,62,31,10,0,5,50.800186
8627,2011-01-26,0,66,16,77,0,2,316.8
8628,2011-01-03,0,128,23,27,0,6,150.952506
8629,2011-02-21,30646,81,26,26,0,1,128.57791
8630,2011-02-02,0,118,28,33,0,3,566.4
8631,2011-01-27,28264,63,22,9,0,1,364.622773
8632,2011-02-23,0,117,5,27,0,6,842.4
8633,2011-01-24,0,79,10,22,0,8,304.550129
8634,2011-02-22,70187,117,4,61,0,2,632.16097
8635,2011-01-01,31006,67,20,16,0,4,321.6
8636,2011-01-19,0,119,12,57,0,4,571.2
8637,2011-02-23,0,85,33,69,0,1,612.0
8638,2011-02-11,20371,71,19,14,1,1,340.8
8639,2011-02-19,39141,68,22,7,0,1,402.456296
8640,2011-01-23,0,69,20,44,0,1,496.8
8641,2011-01-10,76837,78,2,12,0,2,23.788022
8642,2011-01-09,0,61,23,46,0,7,643.877067
8643,2011-02-25,0,197,6,22,0,1,1439.676002
8644,2011-02-25,25147,101,7,54,0,1,694.598288
8645,2011-01-04,0,106,5,32,0,4,763.2
8646,2011-01-20,34665,64,29,58,0,2,450.85948
8647,2011-01-03,25404,112,16,4,0,1,578.175234
8648,2011-01-05,37025,101,15,36,0,2,427.243803
8649,2011-01-19,0,100,27,32,1,1,480.0
8650,2011-01-19,23939,160,33,78,1,1,768.0
8651,2011-02-04,76673,80,2,59,1,4,56.082107
8652,2011-02-10,55274,71,14,35,0,1,484.728153
8653,2011-01-20,30324,86,15,67,0,8,143.943749
8654,2011-01-10,31702,63,13,3,1,7,302.4
8655,2011-02-21,0,95,15,8,0,5,684.0
8656,2011-01-21,70908,132,0,71,1,2,521.444011
8657,2011-01-06,81082,73,5,85,0,4,281.295903
8658,2011-01-09,17705,108,7,19,1,2,668.73901
8659,2011-01-06,77738,118,18,47,0,2,463.457352
8660,2011-02-22,0,72,18,41,0,1,366.277224
8661,2011-01-30,70311,66,18,15,0,2,341.395103
8662,2011-02-22,66022,239,17,80,0,1,538.229502
8663,2011-01-09,74140,101,31,23,2,2,484.8
8664,2011-01-22,73604,88,12,75,0,2,398.19284
8665,2011-01-14,21855,74,21,49,1,6,355.2
8666,2011-01-26,23305,68,25,26,0,1,127.157137
8667,2011-02-11,0,98,23,46,0,1,958.502743
8668,2011-01-05,0,71,11,71,0,6,511.2
8669,2011-02-05,65024,67,17,15,0,2,189.869329
8670,2011-01-13,22590,67,7,61,0,1,85.68352
8671,2011-01-16,0,91,3,57,0,1,436.8
8672,2011-01-13,38401,92,17,62,0,2,441.6
8673,2011-01-17,25539,112,15,63,0,3,585.069825
8674,2011-01-26,60880,119,25,89,0,2,109.906628
8675,2011-02-07,87313,67,4,5,0,1,321.6
8676,2011-02-15,23916,68,33,86,0,2,481.113765
8677,2011-01-07,34854,95,35,50,0,2,456.0
8678,2011-02-23,48203,66,20,47,0,6,413.238845
8679,2011-02-28,25322,126,23,52,0,3,886.033554
8680,2011-02-04,16656,63,11,53,1,9,302.4
8681,2011-01-30,44723,124,26,3,0,1,341.088276
8682,2011-01-30,35979,116,34,28,2,1,556.8
8683,2011-01-27,36413,61,21,76,0,3,153.013115
8684,2011-02-17,0,196,31,78,0,2,2092.523421
8685,2011-01-27,0,112,19,86,1,8,537.6
8686,2011-01-01,51883,66,8,99,0,9,623.751121
8687,2011-02-06,0,151,33,94,1,2,1087.2
8688,2011-02-17,18608,71,13,24,0,1,340.8
8689,2011-01-16,0,127,0,71,0,2,677.868206
8690,2011-02-03,55964,69,20,0,0,1,496.8
8691,2011-02-10,85510,74,19,68,0,4,355.2
8692,2011-02-28,30706,84,6,34,0,1,225.654806
8693,2011-01-16,29587,69,8,68,0,1,331.2
8694,2011-02-06,20309,181,5,12,0,2,1579.854155
8695,2011-01-25,0,71,22,0,0,2,599.375099
8696,2011-01-25,12470,103,30,52,1,2,618.688651
8697,2011-01-25,0,107,31,41,0,1,513.6
8698,2011-01-22,86498,74,13,13,1,5,8.529778
8699,2011-01-25,62902,69,14,94,0,2,159.383042
8700,2011-02-11,57293,102,19,87,0,7,347.996042
8701,2011-01-28,0,129,33,14,0,3,928.8
8702,2011-02-08,51255,122,12,0,0,2,421.70554
8703,2011-02-16,0,125,23,4,0,2,626.411563
8704,2011-02-21,69241,61,14,84,0,1,47.95916
8705,2011-01-26,25632,63,27,52,0,7,351.270869
8706,2011-02-13,87428,72,27,42,0,1,224.483337
8707,2011-02-01,98796,104,22,32,0,3,499.2
8708,2011-01-25,78617,101,3,95,0,3,233.169575
8709,2011-02-06,0,65,21,61,0,7,312.0
8710,2011-02-21,93893,67,16,70,0,8,98.66095
8711,2011-01-23,23629,88,15,81,0,1,633.6
8712,2011-02-23,0,91,24,28,0,8,655.404481
8713,2011-01-19,30574,114,19,10,1,1,396.105473
8714,2011-01-31,69555,92,16,59,0,1,255.277041
8715,2011-01-17,19634,98,29,89,0,6,470.4
8716,2011-02-21,15776,69,20,59,0,1,337.596914
8717,2011-02-07,46819,62,15,0,0,5,157.990123
8718,2011-01-15,47950,65,27,14,0,2,301.867895
8719,2011-02-02,0,63,16,35,1,2,302.4
8720,2011-01-06,12626,69,31,15,4,3,331.2
8721,2011-02-18,20993,133,35,90,0,1,638.4
8722,2011-02-16,24392,93,2,63,0,2,446.4
8723,2011-01-11,86305,62,1,99,0,5,80.73124
8724,2011-02-15,0,110,18,95,3,7,1011.772647
8725,2011-01-27,56701,65,34,36,0,1,333.441673
8726,2011-02-06,57074,105,28,19,0,3,80.129332
8727,2011-01-21,0,72,17,87,0,8,345.6
8728,2011-01-04,53614,65,25,70,1,5,725.849253
8729,2011-01-14,0,135,18,56,0,2,648.0
8730,2011-01-24,0,128,35,71,0,2,789.775123
8731,2011-02-19,76441,62,22,61,0,1,294.258612
8732,2011-02-26,86134,98,17,78,0,2,3.246203
8733,2011-02-14,45262,117,25,32,0,7,842.4
8734,2011-01-08,0,222,26,50,0,8,1123.485329
8735,2011-02-19,27725,63,1,93,4,4,302.4
8736,2011-01-19,27985,117,8,90,0,1,561.6
8737,2011-02-16,29673,92,21,49,2,1,328.348506
8738,2011-01-04,24790,113,4,39,0,1,767.242337
8739,2011-01-13,57846,73,7,42,1,3,481.014309
8740,2011-01-05,0,111,22,95,0,3,799.2
8741,2011-02-25,0,61,16,57,0,1,32.454659
8742,2011-01-17,10738,109,5,36,4,3,852.256188
8743,2011-01-23,45587,81,8,49,5,1,380.595522
8744,2011-02-27,82940,63,12,56,0,3,332.847984
8745,2011-01-17,42633,101,4,29,0,1,285.048692
8746,2011-02-16,18577,86,21,76,0,6,412.8
8747,2011-01-26,60880,119,25,89,0,2,109.906628
8748,2011-02-07,22582,61,0,74,0,2,292.8
8749,2011-01-22,0,64,0,72,0,2,585.058877
8750,2011-01-19,25944,70,20,34,0,2,336.0
8751,2011-01-20,34498,83,30,72,0,7,398.4
8752,2011-01-29,31027,124,30,66,1,2,597.578875
8753,2011-01-23,0,71,10,20,0,1,484.87847
8754,2011-02-18,45609,87,4,30,0,1,246.515921
8755,2011-02-13,16181,181,22,79,0,8,1261.319869
8756,2011-02-10,41195,160,32,33,0,1,323.1897
8757,2011-01-28,76194,119,5,85,0,1,388.313599
8758,2011-01-27,0,138,11,84,0,9,666.977979
8759,2011-01-08,60097,82,11,62,0,1,278.735779
8760,2011-01-19,95017,65,5,36,0,3,324.99944
8761,2011-01-11,0,68,34,31,0,2,326.4
8762,2011-01-18,0,64,3,26,0,1,744.924331
8763,2011-01-02,83547,137,6,14,1,2,75.663572
8764,2011-01-17,0,65,18,63,0,1,319.49223
8765,2011-02-15,57561,62,18,57,1,2,298.430234
8766,2011-02-23,10180,65,17,99,0,4,455.654032
8767,2011-02-27,40658,90,25,20,0,1,502.873215
8768,2011-01-30,23554,86,7,17,0,1,412.8
8769,2011-02-11,0,119,30,95,0,1,571.2
8770,2011-01-22,28989,85,12,7,0,1,408.0
8771,2011-01-06,55898,69,35,87,0,6,441.951758
8772,2011-01-06,53441,76,11,78,0,1,364.8
8773,2011-02-11,20848,71,9,76,0,1,350.143872
8774,2011-02-20,0,108,4,29,0,1,932.654942
8775,2011-02-05,22520,73,17,64,0,3,350.4
8776,2011-01-25,69781,119,25,49,0,2,849.208601
8777,2011-02-03,99711,98,24,24,0,7,11.549207
8778,2011-01-08,25785,112,8,22,1,4,537.6
8779,2011-01-24,62638,100,20,62,0,1,441.988868
8780,2011-01-01,0,113,25,55,0,3,813.6
8781,2011-01-27,56875,84,0,70,0,6,145.448401
8782,2011-01-20,93102,68,24,2,0,1,578.945761
8783,2011-01-30,25564,71,29,58,0,6,228.515513
8784,2011-01-20,29918,62,1,53,0,1,108.892382
8785,2011-01-15,95891,102,3,13,0,1,34.235959
8786,2011-01-14,72988,127,6,77,0,2,276.503559
8787,2011-01-07,44368,80,5,72,0,3,384.0
8788,2011-02-02,84146,82,0,79,0,7,464.714188
8789,2011-02-10,36259,63,14,60,0,2,302.4
8790,2011-01-27,56480,101,32,65,0,1,617.650751
8791,2011-02-20,79674,107,29,50,0,3,9.275859
8792,2011-01-02,61036,68,2,75,0,2,413.25233
8793,2011-02-20,33235,110,18,79,0,2,113.804117
8794,2011-01-17,29462,107,28,23,1,1,513.6
8795,2011-01-13,48131,82,6,86,0,3,393.6
8796,2011-01-06,0,109,25,21,1,1,523.2
8797,2011-01-11,37937,116,11,42,0,5,556.8
8798,2011-02-12,70012,119,22,33,0,1,755.19863
8799,2011-01-26,60880,119,25,89,0,2,109.906628
8800,2011-02-26,0,82,34,5,0,2,590.4
8801,2011-02-14,59762,113,27,91,0,3,542.4
8802,2011-02-02,0,65,19,87,0,2,413.288528
8803,2011-01-25,62902,69,14,94,0,2,159.383042
8804,2011-02-03,57245,124,25,15,0,2,681.577742
8805,2011-02-16,39040,174,4,34,0,1,835.2
8806,2011-02-06,0,70,14,95,0,1,504.0
8807,2011-01-04,70914,68,15,82,0,3,77.695518
8808,2011-01-20,97238,126,6,91,0,3,604.8
8809,2011-01-31,42522,132,3,85,0,2,909.876614
8810,2011-02-04,0,67,16,66,0,1,321.6
8811,2011-02-28,0,67,3,69,0,7,321.6
8812,2011-01-08,37384,99,9,17,0,1,475.2
8813,2011-01-05,42360,71,29,62,0,8,99.509191
8814,2011-01-12,67871,61,1,21,0,2,10.475529
8815,2011-02-18,29932,64,34,5,0,2,319.710124
8816,2011-01-11,0,78,14,68,0,5,748.774773
8817,2011-01-01,82758,101,16,37,0,1,179.430114
8818,2011-01-23,0,117,13,47,0,2,842.4
8819,2011-02-26,96331,114,33,38,0,9,491.027024
8820,2011-02-21,0,73,17,44,0,7,496.474767
8821,2011-02-28,58971,94,12,75,1,2,318.882053
8822,2011-02-11,0,186,11,31,0,8,1339.2
8823,2011-02-11,0,118,30,52,0,7,566.4
8824,2011-02-15,0,63,26,78,0,7,302.4
8825,2011-02-28,0,198,2,75,0,2,2275.265075
8826,2011-02-01,44980,81,2,27,0,2,333.478333
8827,2011-01-30,23566,112,3,43,0,1,537.6
8828,2011-01-05,54603,86,29,68,0,1,412.8
8829,2011-01-14,0,67,7,72,0,1,482.4
8830,2011-01-02,0,99,0,53,0,5,715.039363
8831,2011-02-08,0,117,11,29,0,1,842.4
8832,2011-02-14,96314,69,2,76,0,1,296.995798
8833,2011-01-28,31168,78,14,42,0,1,289.386343
8834,2011-01-16,0,71,16,4,0,5,358.985713
8835,2011-01-08,52174,121,22,25,0,2,403.737293
8836,2011-02-10,72335,69,23,35,0,1,331.2
8837,2011-01-16,0,62,25,79,1,3,552.845318
8838,2011-02-05,0,73,1,60,0,5,350.4
8839,2011-01-18,75644,65,5,68,3,9,467.803638
8840,2011-01-23,0,95,18,75,0,1,679.052398
8841,2011-02-15,20075,71,0,28,0,3,371.679189
8842,2011-01-16,33786,89,15,94,1,3,75.110004
8843,2011-02-28,0,73,9,94,0,2,350.4
8844,2011-01-10,96721,138,4,50,1,7,662.4
8845,2011-02-27,40833,69,13,84,0,6,294.591676
8846,2011-02-01,0,122,32,6,2,7,585.6
8847,2011-01-06,0,62,29,59,0,3,297.6
8848,2011-01-20,85210,68,34,9,0,2,32.714226
8849,2011-01-19,0,76,8,44,0,3,364.8
8850,2011-01-30,44851,66,28,51,0,3,439.762045
8851,2011-01-10,0,174,13,30,0,8,1724.234933
8852,2011-02-20,69872,111,35,10,2,2,218.395525
8853,2011-02-27,0,247,5,12,3,5,1778.4
8854,2011-02-21,26708,122,10,24,0,2,585.6
8855,2011-02-02,17576,71,29,70,0,1,398.502948
8856,2011-02-11,55475,116,18,75,0,2,412.471
8857,2011-02-12,0,111,22,21,0,8,190.120714
8858,2011-02-02,35855,70,13,51,0,1,278.208622
8859,2011-01-24,0,98,26,31,0,4,1032.329445
8860,2011-01-14,0,73,3,73,0,2,617.705323
8861,2011-01-24,63391,64,28,48,4,3,119.587974
8862,2011-01-20,53093,103,3,62,0,1,98.991733
8863,2011-01-03,65412,73,1,74,1,1,101.753098
8864,2011-01-12,0,107,32,43,0,1,770.4
8865,2011-01-03,0,136,8,2,0,1,979.2
8866,2011-02-12,0,61,2,81,0,2,380.069056
8867,2011-01-26,37073,66,16,35,0,1,316.8
8868,2011-02-17,19359,129,0,62,0,2,928.8
8869,2011-02-20,46814,113,7,19,0,3,542.4
8870,2011-02-25,0,68,10,48,1,3,326.4
8871,2011-02-23,68332,79,23,21,3,8,379.2
8872,2011-02-01,17301,105,1,11,0,5,638.543326
8873,2011-01-11,69545,65,17,97,0,8,312.0
8874,2011-02-14,37405,63,8,99,3,4,287.556107
